transaction_time,transaction_amount,device_type,channel,card_present,customer_age,merchant_category,is_fraud
15,2097.14,2,0,1,27,0,0
13,13073.96,0,0,1,46,2,0
19,4396.26,1,1,0,43,4,0
13,4988.75,1,0,0,48,3,0
13,4549.36,2,1,1,35,5,0
13,2172.22,0,0,0,25,2,0
11,1709.36,1,0,1,60,2,0
5,882.36,0,0,0,63,5,0
19,1881.89,2,1,0,69,3,0
12,62.15,0,0,0,39,0,0
15,306.47,3,1,1,67,3,0
8,1015.91,0,0,1,52,0,0
1,1217.73,3,0,1,26,4,0
21,3688.05,2,1,1,67,3,0
2,564.79,1,1,1,32,1,0
9,4765.57,2,0,0,49,2,0
19,4840.36,0,1,0,67,3,0
1,2653.19,0,0,1,20,0,0
23,2028.85,1,0,1,34,5,0
9,1889.95,1,1,1,55,4,0
7,1636.97,0,1,0,45,1,0
16,278.24,0,1,1,41,3,0
21,3196.49,1,1,0,39,4,0
0,2583.25,3,0,1,56,5,0
5,47.68,1,1,0,58,5,0
6,679.56,0,1,1,33,4,0
14,1719.83,2,0,1,56,4,0
17,6947.25,0,1,1,28,4,0
8,13900.33,1,0,1,61,1,0
7,4174.84,3,1,1,40,1,0
9,4150.99,2,0,0,37,0,0
3,1609.84,3,0,1,58,5,0
19,2538.55,2,0,0,29,4,0
7,795.09,1,0,0,43,1,0
0,4019.97,0,1,0,68,4,1
7,184.94,0,1,0,46,4,0
22,1619.97,2,1,0,52,0,0
11,5339.99,1,0,0,34,4,0
22,11715.08,0,0,0,46,5,0
14,3577.7,2,0,1,60,1,0
12,659.19,2,0,0,65,1,0
15,2539.41,1,1,1,59,0,0
22,2466.44,0,0,1,56,1,0
17,10123.52,1,0,0,34,4,0
0,5501.25,3,1,1,32,0,0
16,150.76,2,0,0,27,3,0
15,745.74,3,1,1,55,3,0
22,5534.04,1,0,0,35,4,0
4,10777.66,2,0,0,18,3,0
19,1047.28,2,1,1,51,3,0
20,3520.61,1,1,0,49,5,0
9,1103.65,3,0,0,20,2,0
5,125.9,0,1,0,63,4,0
11,5306.72,3,1,0,41,4,0
9,4027.98,1,0,0,51,4,0
21,164.33,1,1,0,39,5,0
16,471.58,0,1,0,34,3,0
1,23006.39,3,0,1,67,1,0
18,3156.0,3,1,1,65,5,0
19,4834.78,3,0,1,19,2,0
5,1476.14,3,1,1,45,4,0
12,2190.97,1,1,1,45,0,0
8,2901.82,1,1,1,66,1,0
11,4920.01,3,0,1,67,0,0
17,1241.58,2,0,1,55,0,0
7,3346.63,0,0,0,62,5,0
17,4483.75,3,0,1,64,1,0
22,4906.31,2,0,0,48,3,0
21,2074.89,3,0,0,30,5,0
1,1923.74,1,1,1,49,2,1
7,331.23,1,1,0,68,0,0
9,2065.82,3,0,0,35,3,0
8,3631.32,1,1,0,48,5,0
23,7599.32,2,0,1,64,5,0
17,401.28,2,0,1,33,1,0
7,10410.22,3,1,1,47,5,0
18,800.0,3,0,1,32,3,1
2,580.27,0,0,1,58,3,0
8,364.87,1,0,1,29,5,0
12,13856.72,0,1,1,43,0,0
8,2469.89,1,0,1,57,3,0
19,946.6,3,0,0,18,5,0
11,1146.13,0,0,0,64,5,0
22,9003.51,3,0,1,24,1,0
12,6906.81,1,1,1,62,4,0
7,1292.27,3,0,0,47,3,0
14,197.09,0,0,1,43,0,0
12,5378.68,2,1,1,59,2,0
20,7374.99,3,0,0,38,4,0
12,5451.85,3,1,0,66,3,0
16,7324.83,0,1,1,62,2,0
14,2573.37,1,0,1,25,3,0
21,5491.35,1,0,0,46,5,0
18,8642.49,1,1,0,49,1,0
2,6619.19,3,0,1,32,2,0
13,2654.2,2,0,1,53,5,0
9,4117.54,1,0,0,44,1,0
16,3832.89,2,1,1,59,5,0
7,4873.12,1,1,1,36,3,0
17,779.62,3,0,1,48,2,0
11,6.54,2,1,0,28,2,0
16,2139.44,3,1,1,26,2,0
22,4351.55,1,0,1,43,1,0
10,401.01,0,0,0,31,3,0
8,2282.91,3,1,1,18,5,0
21,1132.42,1,0,1,20,5,0
23,5464.93,2,0,0,31,2,0
23,316.93,2,0,0,51,0,0
22,5649.53,2,1,0,52,0,0
14,2830.73,3,1,1,51,4,0
8,7556.43,0,0,1,21,2,0
11,8229.17,3,0,0,69,3,0
10,4964.52,3,1,1,48,5,0
16,2265.77,2,1,0,43,5,0
5,461.41,1,1,1,66,1,0
7,766.32,3,1,1,66,4,0
9,1622.58,0,0,0,20,2,0
14,3917.15,2,0,1,65,1,0
3,2361.41,1,0,1,29,5,0
17,1730.37,0,1,1,41,5,0
10,1947.59,1,0,0,23,4,0
8,4058.42,2,1,0,68,0,0
8,104.88,1,0,1,43,3,0
7,1753.58,1,0,1,60,0,0
2,2550.83,3,0,0,22,2,0
20,2665.39,3,0,1,60,3,0
17,2892.4,1,1,1,31,1,0
13,164.79,0,1,0,64,2,0
2,2448.98,3,1,1,50,3,0
16,2399.19,3,0,0,49,4,0
3,5790.04,3,0,0,19,5,0
20,4282.31,3,1,0,69,1,0
17,95.17,0,1,1,63,5,0
14,2435.22,1,0,0,24,3,0
18,3522.7,3,1,1,47,3,0
21,2603.52,0,1,0,21,0,0
5,3384.46,1,0,1,25,1,0
14,372.12,1,1,1,40,4,0
6,556.25,2,1,1,39,5,0
11,2622.12,0,1,1,67,1,0
15,4838.62,3,0,1,24,4,0
8,79.0,1,0,1,22,1,0
19,1719.38,0,1,1,24,2,0
4,14505.16,0,1,0,38,3,1
10,4354.04,1,1,0,44,3,0
1,1794.53,2,1,1,69,3,0
21,309.56,0,1,1,54,2,0
15,1335.03,2,0,1,51,2,0
3,503.23,0,0,1,55,2,0
4,7606.54,2,1,1,68,5,0
6,3471.69,2,0,0,66,4,0
5,5807.53,3,0,1,23,5,0
23,6832.64,1,0,0,39,5,0
21,2801.0,2,0,0,62,5,0
9,19.86,2,1,0,39,4,0
13,2436.28,1,1,1,33,0,0
7,4865.97,1,0,0,37,0,0
13,1132.78,3,0,1,26,0,0
13,7882.93,0,1,0,52,0,1
19,17251.86,2,1,0,24,4,0
22,2390.61,1,0,1,29,5,0
2,2273.0,0,1,1,67,0,0
0,3194.28,1,0,1,39,4,0
8,2506.48,2,0,0,23,4,0
8,524.69,0,0,0,19,2,0
21,948.69,2,1,1,48,2,0
1,676.15,1,0,0,43,5,0
15,224.58,2,1,1,41,1,0
7,453.83,1,1,1,54,3,0
5,10761.92,3,1,0,60,4,1
22,2428.91,3,1,1,59,0,0
12,403.69,2,0,0,19,2,0
0,3745.82,1,0,0,20,1,0
18,1943.31,0,1,0,38,0,0
14,763.4,2,1,0,21,2,0
0,8624.28,0,1,1,27,5,0
9,762.91,2,1,1,61,1,0
0,308.06,2,1,1,52,1,0
11,691.16,3,1,0,48,4,0
10,7288.81,3,1,0,48,4,0
16,5851.47,3,1,1,40,5,0
3,6742.15,2,0,0,61,0,0
22,7437.21,1,0,0,19,1,0
6,242.0,0,1,0,67,0,0
11,3727.44,0,1,1,66,1,0
12,3276.59,1,1,1,22,5,0
4,14846.52,2,1,1,39,4,1
5,3762.37,2,0,1,22,5,0
1,4711.1,1,1,1,39,0,0
20,3765.66,2,0,0,32,0,0
6,2907.35,3,0,1,40,4,0
13,2415.75,3,0,1,24,4,0
21,10446.61,2,0,1,33,3,0
13,8262.69,3,1,0,57,1,0
9,1727.96,1,1,0,39,4,0
3,1002.87,2,0,1,34,0,0
2,2134.36,3,1,1,32,1,0
22,4112.62,1,0,0,69,0,0
13,1537.22,2,0,1,33,3,0
5,2311.58,0,0,0,49,3,0
22,1064.48,3,0,0,68,0,0
14,1674.3,3,0,1,32,2,0
7,9460.35,3,0,1,58,0,0
4,725.67,2,0,0,21,2,0
2,13458.01,3,1,0,57,3,1
2,728.28,2,0,0,39,1,0
12,1153.62,3,0,1,42,4,0
1,273.6,0,1,1,40,5,0
23,4184.13,0,1,1,69,5,0
0,53.38,3,0,1,19,0,0
11,4651.26,0,0,1,39,4,0
7,2582.09,3,0,0,22,5,0
18,4144.12,2,1,1,25,3,0
8,4585.24,3,1,0,36,3,0
13,398.48,3,0,0,62,4,0
17,64.87,1,1,0,30,4,0
9,554.53,2,0,0,61,4,0
8,1453.85,1,0,0,21,4,0
5,228.43,3,0,1,61,4,0
0,1830.5,1,0,1,60,3,0
4,1006.79,1,0,1,44,0,0
9,1356.89,2,1,0,20,0,0
12,8458.66,3,1,0,65,2,0
21,3865.01,1,0,1,58,2,0
22,3220.24,2,0,0,60,3,0
3,3180.18,2,1,1,55,2,0
0,2431.61,1,0,0,41,4,0
20,2158.35,3,0,1,63,0,0
1,6415.09,0,0,0,65,3,0
23,233.89,3,1,1,30,1,0
3,1021.22,0,1,1,55,3,0
16,329.87,3,0,0,35,0,0
9,33.34,1,0,0,36,0,0
22,41.89,1,0,1,31,1,0
11,72.91,1,1,1,46,3,0
1,3434.64,0,0,1,52,0,0
2,354.34,3,1,1,42,4,0
13,678.48,2,0,1,51,2,0
14,1628.93,1,1,1,48,5,0
12,941.05,0,0,0,46,4,0
8,5089.85,0,0,1,42,2,0
1,2930.15,3,1,1,50,2,0
18,1216.28,0,1,0,29,3,0
15,1147.22,3,0,1,51,1,0
10,3453.13,0,1,1,41,3,0
11,561.41,1,1,0,59,5,0
0,987.79,0,0,1,39,4,0
1,1308.24,0,0,0,61,4,0
15,1818.96,3,1,1,22,5,0
1,634.13,2,0,0,57,5,0
18,513.19,2,1,0,24,2,0
9,13803.56,3,1,1,38,2,0
18,7332.38,0,0,1,52,2,0
9,2224.61,2,0,1,30,2,0
15,4351.54,3,1,0,39,3,0
12,3362.61,3,0,0,25,2,0
15,234.26,2,0,1,18,4,0
17,2188.8,2,1,1,44,0,0
23,609.73,2,0,0,48,5,0
7,2631.63,2,1,1,59,3,0
23,191.35,0,1,1,25,4,0
17,533.47,3,0,1,29,5,0
12,4565.9,3,0,0,63,2,0
6,5559.26,1,0,1,20,1,0
20,7140.36,3,1,0,26,5,0
22,6811.12,0,0,0,30,4,0
23,7126.4,0,0,1,37,5,0
17,298.5,2,0,1,22,0,0
5,3231.92,2,1,1,18,1,0
8,3622.47,2,0,1,51,4,0
5,936.72,3,0,0,36,2,0
17,14856.0,3,1,0,29,1,0
16,1009.9,1,1,1,18,1,0
11,2566.21,2,1,0,34,4,0
2,6175.52,0,1,1,41,1,0
4,1024.03,3,0,0,59,0,0
6,2798.06,1,1,0,44,5,0
9,3819.05,2,0,0,59,3,0
9,2956.2,0,0,0,51,0,0
18,1562.45,0,1,1,20,2,0
3,8687.93,2,0,1,23,5,0
9,2842.65,1,1,1,58,3,0
17,762.2,2,0,0,22,1,0
2,4921.69,0,0,0,68,5,0
20,3200.28,1,1,1,35,4,0
2,347.97,1,1,0,34,5,0
4,977.78,3,0,1,23,2,0
15,516.42,0,1,0,27,2,0
19,226.35,0,0,0,35,4,0
12,784.87,3,1,1,63,3,0
10,977.77,3,1,0,34,2,0
12,1885.03,0,0,1,55,1,0
18,10446.86,1,1,0,67,3,0
5,8608.29,3,0,1,62,3,0
23,4203.41,3,1,0,61,4,0
12,3119.71,1,0,0,24,3,0
3,8827.86,1,0,1,33,1,0
21,461.02,1,0,1,58,5,0
4,1202.91,1,1,0,40,3,0
18,2417.79,1,0,1,52,1,0
4,5044.96,1,1,1,30,2,0
20,2932.8,3,0,1,33,0,0
13,4964.39,3,0,1,45,5,0
3,498.43,0,1,1,29,4,0
11,642.31,2,1,1,53,0,0
5,4047.75,1,1,1,22,2,0
18,1284.58,3,0,0,26,3,0
9,1718.61,0,0,1,57,4,0
0,4705.82,1,0,0,42,2,0
22,217.83,0,1,1,18,0,0
22,551.69,0,0,1,30,1,0
15,1052.12,2,0,0,53,0,0
3,6449.42,2,1,0,35,5,1
8,1556.98,1,0,1,40,5,0
17,871.49,1,1,1,54,3,0
16,3403.6,3,1,1,46,4,0
14,92.28,2,1,1,42,4,0
18,4476.39,3,1,1,36,2,1
6,3590.92,0,1,0,32,2,0
17,169.98,2,1,1,51,4,0
5,2067.64,3,1,1,43,4,0
18,1553.3,2,1,0,38,0,0
20,516.42,0,0,0,47,1,0
11,501.87,0,1,1,51,3,0
2,523.77,2,1,0,56,3,0
0,2746.34,3,1,0,42,2,0
4,562.99,3,0,1,31,4,1
0,184.34,2,0,0,22,0,0
7,9480.19,1,0,1,36,2,0
6,119.88,2,1,0,51,4,0
14,3271.0,1,0,1,40,1,1
10,8248.16,3,1,1,40,0,0
17,116.02,2,0,0,19,0,0
13,10120.62,0,0,0,27,5,0
8,2093.51,0,1,1,27,5,0
4,4612.54,1,1,1,43,0,0
22,2943.46,2,0,0,63,4,0
3,2877.96,3,1,0,56,1,0
11,4664.26,2,1,1,39,1,0
0,203.04,2,1,1,26,5,0
23,1494.67,3,1,0,32,1,0
12,10476.79,3,1,0,62,2,0
0,168.4,0,1,0,39,5,0
2,914.67,2,0,0,50,0,0
21,3345.2,0,1,0,34,5,0
7,317.53,1,0,1,20,5,0
23,2307.97,0,0,1,18,4,0
17,3748.69,1,0,0,26,2,0
15,4249.28,3,0,0,55,0,0
19,2471.06,3,1,1,31,3,0
19,2083.23,2,1,0,33,3,0
15,3754.12,2,1,1,61,5,0
1,470.17,0,0,1,32,5,0
16,3423.16,3,1,0,31,5,0
9,7549.02,1,1,1,24,0,0
6,3444.22,1,0,1,40,3,0
9,142.86,1,1,0,34,1,0
18,2115.58,3,0,1,50,2,0
19,3886.9,1,0,0,53,1,0
8,132.62,3,0,0,40,2,0
21,4308.95,2,1,1,67,4,0
16,992.2,0,0,1,46,4,0
8,2665.83,3,0,0,29,5,0
8,10174.65,2,1,1,54,0,0
4,15852.94,0,1,1,47,1,0
23,3018.71,2,1,0,33,0,0
6,2028.77,2,1,0,28,3,0
10,586.92,3,0,1,31,3,0
7,700.85,3,0,1,30,2,0
13,1682.15,2,0,1,50,1,0
1,3634.87,2,0,0,54,1,0
9,4399.95,3,1,1,39,2,0
20,752.73,3,0,0,55,3,0
23,2299.84,0,0,1,56,0,0
15,2686.56,2,0,1,40,1,0
15,6706.97,3,0,0,35,2,0
18,6272.64,2,0,0,62,4,0
10,5101.13,1,0,1,27,2,0
5,2181.11,1,0,1,45,3,0
5,201.89,0,0,1,33,2,0
6,1221.53,0,0,1,62,3,0
15,2916.37,3,0,1,39,0,0
12,3045.08,1,0,0,30,1,0
2,5672.88,0,1,0,45,2,1
23,1431.18,2,1,0,25,4,0
23,8275.92,1,0,0,53,5,0
8,534.64,1,0,0,38,2,0
23,153.46,2,0,0,37,2,0
2,583.27,0,1,1,43,0,0
5,1861.49,0,1,0,60,5,0
16,5193.27,1,0,1,53,1,0
2,501.13,0,0,0,62,1,0
1,2383.46,3,1,0,49,5,0
11,4496.26,1,1,0,59,0,0
23,106.45,1,0,0,49,3,0
5,127.22,1,0,1,44,4,0
9,2023.51,0,0,1,66,4,0
10,605.05,3,1,1,41,2,0
15,1796.62,0,0,1,60,0,0
15,134.79,2,1,0,45,2,0
23,11299.96,2,0,0,52,3,0
17,3185.59,1,0,0,41,0,0
21,3481.74,2,1,0,27,4,0
22,2138.39,3,0,0,29,1,0
23,5227.37,0,1,0,26,0,1
8,5376.62,3,1,0,55,1,0
20,519.81,2,1,0,30,3,0
18,4388.17,1,1,1,31,4,0
1,2508.8,2,1,1,25,2,0
23,4311.31,0,0,1,51,2,0
0,7528.81,2,0,0,28,3,0
15,1224.34,3,0,1,44,5,0
21,2538.28,2,0,0,63,5,0
17,4646.2,1,0,0,40,0,0
2,12975.49,1,0,1,19,5,0
23,2844.71,1,1,0,22,2,0
0,3832.08,0,0,0,65,5,0
5,5619.14,1,0,1,49,2,0
18,4174.3,2,0,1,19,0,0
21,8559.16,3,1,0,30,0,0
18,782.96,0,1,0,22,4,0
10,7151.25,1,1,0,58,4,0
7,696.2,0,0,0,22,2,0
4,2498.11,1,1,1,64,4,0
19,2220.07,2,1,1,51,4,0
8,5339.46,0,0,1,44,4,0
14,1525.22,2,0,1,35,1,0
20,463.59,2,1,1,45,5,0
13,3680.66,2,0,1,41,5,0
3,2799.03,3,1,1,39,5,0
23,5264.57,2,1,0,22,5,1
23,4264.28,3,1,0,69,4,0
7,6756.4,0,1,1,24,4,0
19,5481.24,1,0,1,65,2,0
16,3475.43,0,0,0,34,1,0
1,1880.43,1,0,0,31,3,0
19,61.72,1,1,1,52,3,0
15,1102.75,3,0,0,69,0,0
9,3900.6,2,1,1,49,0,0
1,184.04,1,0,0,68,2,0
10,4239.08,1,0,0,37,4,0
9,2179.39,1,1,0,19,5,0
18,6070.0,2,0,0,25,1,0
13,3234.81,0,1,1,68,4,0
10,4805.03,2,1,1,18,1,0
8,564.43,2,1,1,33,4,0
6,569.54,2,0,0,53,3,0
14,711.31,3,0,0,23,5,0
19,1216.3,1,0,1,50,4,0
16,7043.61,2,0,1,30,4,0
2,4465.75,2,1,0,26,0,0
14,1360.7,0,0,1,58,2,0
13,7520.76,1,1,0,39,0,0
7,4527.77,3,0,0,62,4,0
3,3201.84,1,0,0,24,2,0
9,1721.12,0,1,0,42,5,0
1,3163.73,0,0,0,65,1,0
13,2698.52,2,0,0,22,0,0
7,4567.94,2,1,0,60,3,0
22,766.92,0,1,0,26,4,0
9,6503.58,0,0,0,69,5,0
17,2688.51,3,0,0,54,1,0
14,4931.44,1,1,0,53,4,0
4,1279.93,1,1,1,28,5,0
21,1492.32,1,0,1,69,3,0
12,8307.61,2,0,0,34,4,0
17,2918.23,0,0,0,18,1,0
1,1147.02,3,1,0,29,5,0
12,257.19,3,1,0,40,5,0
13,1709.35,0,1,1,61,2,0
9,5673.07,1,1,1,27,1,0
3,868.78,1,1,1,53,0,0
14,5904.5,3,1,1,45,2,0
7,528.95,2,1,0,52,4,0
14,417.55,1,0,1,38,0,0
13,2791.87,2,1,0,65,0,0
20,4898.7,0,1,1,23,5,0
8,4543.1,0,0,1,63,3,0
19,2353.21,1,1,0,31,4,0
2,3054.07,3,0,1,56,4,0
14,896.02,1,0,0,54,1,0
23,2403.67,0,1,0,22,4,0
16,698.45,1,0,1,29,2,0
15,7908.24,1,1,1,69,4,0
3,3400.14,1,0,0,58,3,1
10,2494.77,2,0,0,28,5,0
7,851.64,0,0,1,32,3,0
2,1577.71,0,1,1,50,1,0
18,4545.34,3,0,0,63,4,0
13,820.98,2,0,0,64,0,0
8,413.85,3,1,1,49,2,0
2,1101.71,3,1,1,22,0,0
3,4746.52,2,0,0,69,1,0
3,6439.72,2,1,1,53,0,0
10,1605.17,3,1,0,55,2,0
18,4559.58,2,0,0,65,0,0
15,1211.41,1,1,0,39,0,0
22,2132.65,1,0,0,61,5,0
21,61.17,2,0,1,31,4,0
16,3734.34,1,1,1,35,5,0
9,3805.12,3,0,1,36,3,0
23,316.76,2,1,1,51,2,0
16,1333.27,2,0,0,18,2,0
15,1982.31,0,1,1,34,5,0
19,4463.07,2,1,0,20,0,0
21,5205.11,0,0,0,68,2,0
5,3809.9,0,1,1,46,2,0
6,729.45,1,0,1,25,2,0
13,1321.76,2,1,1,26,0,0
10,852.28,2,1,0,64,0,0
11,3041.59,1,1,1,69,2,0
13,3126.83,1,1,1,57,0,0
4,48.9,3,0,0,39,2,0
4,3947.07,0,0,0,31,3,0
19,782.19,1,0,1,47,0,0
21,4849.02,0,1,1,18,5,0
22,5365.96,2,1,1,19,5,0
14,4783.29,0,1,1,38,4,0
0,1573.32,0,0,1,30,5,0
23,1284.52,2,0,0,42,3,1
22,1713.43,3,0,1,30,1,0
8,2247.48,1,0,1,61,5,0
2,862.73,0,1,0,29,2,0
3,8048.74,3,0,1,69,2,0
15,2103.93,1,1,0,65,2,0
6,228.04,3,1,0,61,3,0
21,17636.65,3,0,0,23,4,0
13,1985.55,0,1,1,60,1,0
15,8811.76,3,1,1,69,0,0
17,1484.28,3,1,0,63,0,0
15,763.75,2,1,0,46,1,0
15,4005.44,0,0,0,51,2,0
1,1699.51,0,1,0,47,4,0
9,6397.48,1,0,1,37,3,0
6,1873.61,1,1,1,34,4,0
14,1239.01,2,0,1,25,2,0
8,10204.61,0,0,1,19,0,0
6,5322.49,2,1,1,19,3,0
23,690.5,0,0,0,56,0,0
15,2013.31,2,1,1,31,2,0
2,360.8,2,1,1,22,4,0
16,342.01,0,1,0,60,2,0
22,5760.14,2,1,0,49,4,0
7,8057.07,1,1,1,51,4,0
1,4027.78,2,1,1,67,0,0
19,13594.84,3,1,0,66,3,0
2,139.01,3,0,1,58,5,0
7,1208.2,3,0,1,58,5,0
1,425.12,3,1,1,42,4,0
18,4570.04,0,0,0,41,0,0
16,6633.11,2,1,1,31,5,0
4,1777.83,1,1,1,26,1,0
19,5301.87,2,0,1,39,4,0
16,5644.17,0,1,1,29,1,0
9,451.39,1,1,0,37,3,0
8,1419.56,1,1,1,63,3,0
21,624.87,3,1,1,55,2,0
5,3326.45,3,1,0,27,3,0
10,1469.79,0,0,1,37,3,0
1,3305.83,0,1,1,23,5,0
22,6259.43,1,0,1,32,3,0
11,1596.93,1,1,1,36,0,0
11,10718.49,2,1,1,65,1,0
15,1575.86,2,1,1,38,0,0
21,721.38,0,1,1,69,3,0
23,2260.43,0,0,1,46,4,0
11,1527.67,3,1,1,66,4,0
20,400.6,2,1,1,68,5,0
17,70.4,2,1,1,37,2,0
12,4087.78,3,0,1,28,3,0
14,8102.9,3,0,1,34,1,0
15,1742.0,0,0,0,45,2,0
3,202.93,0,0,0,42,0,0
11,4048.65,3,1,1,61,5,0
16,6053.84,0,1,0,58,1,0
0,1173.15,2,0,1,58,1,0
21,753.15,2,1,0,25,5,0
17,1233.2,1,0,1,20,0,0
21,7168.2,3,0,1,45,0,0
15,1623.65,1,0,0,45,5,0
0,3185.32,0,1,0,37,4,0
9,231.79,0,1,0,49,5,0
18,991.93,2,1,0,36,4,0
15,776.41,2,0,1,56,4,0
13,194.01,3,0,1,41,2,0
1,385.59,3,0,1,67,1,0
23,1616.67,1,1,1,54,0,0
5,2449.37,0,1,0,32,3,0
21,1121.55,0,0,0,48,0,0
22,1631.61,0,1,0,36,0,0
4,4275.01,3,0,0,55,0,0
11,851.81,2,0,1,19,0,0
3,104.15,3,0,0,47,1,0
21,891.13,1,0,1,62,3,0
23,7630.2,0,0,1,67,1,0
3,54.57,2,0,0,30,4,0
4,414.13,1,0,1,34,2,0
6,201.88,0,0,1,61,3,0
5,1419.27,1,0,1,27,5,0
12,3130.22,0,0,1,31,1,0
3,7235.33,3,1,0,53,3,1
12,4740.61,2,0,1,69,2,0
3,865.87,0,1,1,34,5,0
9,3022.26,1,0,0,45,3,0
19,3270.55,2,0,0,22,0,0
0,284.62,2,0,1,31,5,0
20,1671.31,3,0,1,26,0,0
7,1118.63,3,1,0,18,1,0
6,512.77,1,0,1,57,5,0
4,181.39,3,0,1,65,3,0
2,82.53,2,1,1,57,2,0
14,5871.22,3,0,0,44,3,0
16,1204.31,1,1,0,38,4,0
22,2038.17,1,1,0,19,1,0
12,1034.38,2,1,0,58,2,0
14,544.05,0,1,1,40,2,0
18,908.59,0,1,0,56,1,0
19,558.94,3,0,0,50,1,0
13,4254.93,3,1,1,48,0,0
20,7142.08,0,0,1,69,1,0
12,1710.14,0,1,1,69,5,0
11,5193.53,2,0,1,54,5,0
23,1664.26,3,0,0,51,0,0
22,1776.01,1,1,0,59,5,0
8,1991.44,2,0,0,25,3,0
2,5148.34,3,1,1,26,1,0
10,8261.88,2,0,0,66,0,0
9,4092.93,2,0,0,24,2,0
0,6579.67,3,1,1,43,4,0
16,3087.75,2,1,1,35,2,0
12,5483.85,0,0,1,64,5,0
13,2441.36,0,0,1,65,2,0
0,4444.53,3,0,0,49,3,0
1,3664.9,1,0,1,38,1,0
1,4150.04,1,1,0,49,5,0
6,801.19,3,0,1,69,3,0
8,500.82,0,1,1,60,1,0
23,3175.55,2,0,0,36,4,0
3,1978.48,1,0,0,68,2,0
1,4340.17,3,0,0,45,5,0
18,475.24,0,0,0,41,0,0
4,8851.85,1,0,1,53,5,0
8,3652.56,2,0,0,48,5,0
23,69.77,0,1,0,41,0,0
12,2577.85,3,1,0,45,4,0
11,1124.6,0,1,0,55,2,0
18,963.41,3,1,1,32,0,1
8,6973.41,1,0,1,65,2,0
9,5422.73,0,1,0,48,1,0
18,28.8,1,1,1,44,0,0
9,601.47,3,1,1,39,0,0
11,3813.89,0,1,0,36,5,0
13,5655.39,2,1,0,35,2,0
7,3793.33,0,0,1,67,0,0
15,2235.24,3,1,0,69,5,0
16,12515.72,1,0,1,37,3,0
19,4787.78,1,1,0,29,4,0
3,1892.93,2,0,0,37,5,0
5,2627.44,3,0,1,19,3,0
11,137.56,1,0,0,19,0,0
17,10034.62,1,0,1,53,0,0
6,1351.73,0,0,0,46,3,0
4,3249.86,3,0,0,42,5,0
9,3298.39,0,0,0,51,2,0
5,175.88,2,0,0,49,4,0
13,927.14,3,0,0,51,2,0
5,3203.02,1,1,1,63,1,0
13,7296.63,0,1,1,42,5,0
11,4523.8,0,0,1,36,2,0
21,2603.49,1,1,0,67,5,0
11,793.79,0,0,0,23,5,0
7,8918.54,2,0,1,23,5,0
9,1550.88,2,1,0,45,3,0
15,487.22,2,1,1,53,3,0
19,65.63,0,0,0,62,3,0
7,8996.27,3,1,0,60,3,0
8,4514.09,2,1,0,62,4,0
12,731.51,2,1,0,67,4,0
19,458.67,3,1,0,53,5,0
16,9617.72,0,1,0,52,5,0
18,826.44,2,0,1,60,3,0
16,1859.34,2,0,1,33,2,0
6,2831.4,2,0,0,29,1,0
0,193.23,3,0,1,28,4,0
19,1266.77,1,1,0,44,2,0
13,8628.0,1,1,1,37,1,0
16,3615.4,0,1,1,34,2,0
12,1375.58,1,0,1,69,4,0
1,4706.76,0,1,1,22,4,0
13,5445.46,3,1,0,21,5,0
0,493.84,2,0,1,49,3,0
4,2649.98,3,0,1,57,5,0
6,1370.69,2,0,1,66,5,0
18,2120.91,3,0,0,26,4,0
13,1899.34,0,0,0,31,4,0
23,2102.47,2,1,1,46,0,0
13,2214.11,2,1,1,18,4,0
14,215.31,3,1,0,24,3,0
4,586.93,1,1,0,67,3,0
4,2505.5,3,0,1,18,3,0
20,8248.25,1,1,1,51,1,0
23,4117.36,0,0,1,33,3,0
1,817.96,3,0,0,45,4,0
17,1346.93,2,1,1,45,0,0
23,1225.62,2,0,1,55,4,0
8,4402.73,0,0,1,51,5,0
9,10747.82,1,1,0,39,1,0
17,1317.4,1,0,0,45,2,0
3,44.61,0,1,0,58,0,0
7,8288.27,2,1,0,48,1,0
17,4197.87,0,0,0,35,4,0
19,5393.74,1,0,1,34,4,0
16,702.16,0,0,1,56,3,0
15,3112.47,2,0,0,39,0,0
17,794.67,1,0,1,36,3,0
6,35.06,1,0,0,40,2,0
0,512.6,3,0,0,36,1,0
0,7684.34,2,0,0,25,1,0
17,727.44,3,0,1,23,5,0
3,2639.46,3,1,0,57,2,0
22,10327.3,1,0,1,40,2,0
19,236.11,1,0,1,67,3,0
20,4949.8,2,1,0,46,2,0
19,2730.6,0,1,1,61,2,0
3,1172.02,3,0,1,22,0,0
5,1358.87,3,1,1,52,0,0
2,82.68,1,0,0,43,1,0
5,886.48,2,1,1,61,0,0
12,1651.82,2,0,0,59,1,0
22,3786.01,1,1,0,31,4,0
6,963.83,3,1,1,23,1,0
23,2604.72,0,1,0,33,0,0
3,3946.81,0,1,0,30,1,0
0,3597.26,1,1,0,36,4,0
5,2676.93,2,1,1,26,5,0
23,2603.87,0,1,0,62,2,0
4,3831.9,0,1,1,43,4,0
12,1226.21,0,1,1,56,0,0
18,1794.68,0,1,1,25,4,0
3,10158.94,0,1,0,20,4,1
23,3313.3,0,1,0,25,1,0
5,2201.23,1,0,0,32,4,0
12,2590.47,2,0,0,38,0,0
4,330.88,1,0,0,53,3,0
12,2689.38,0,0,0,45,4,0
